,Unnamed: 0,business_id,name,address,postal_code,latitude,longitude,stars,review_count,attributes,categories,hours,business_url,dish_name,dish_cuisine,dish_description,presented_count,left_swipes,right_swipes,user_rating,user_purchase,number_purchased,num_favorited,type_purchases,favorites
493,898,DyNke2PQ6h4zaUVu0LZ_ag,Fairweather Cider,"10609 Metric Blvd, Ste 108a",78758,30.385014,-97.712168,4.5,30,"{'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True', 'Caters': 'False', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': None, 'validated': False, 'lot': None, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True'}","Food, Cideries","{'Monday': '0:0-0:0', 'Thursday': '12:0-19:0', 'Friday': '12:0-19:0', 'Saturday': '12:0-19:0', 'Sunday': '12:0-19:0'}",,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,729,32,697,0.0,1,306,320,[],[]
494,904,uPWJtYJi76EniU0xrX-zbA,Odd Duck,1201 S Lamar Blvd,78704,30.25452,-97.762064,4.5,1757,"{'OutdoorSeating': 'True', 'RestaurantsTableService': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '3', 'DogsAllowed': 'False', 'WiFi': ""u'no'"", 'HasTV': 'False', 'Alcohol': ""u'full_bar'"", 'NoiseLevel': ""u'average'"", 'GoodForKids': 'False', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'False', 'RestaurantsAttire': ""u'casual'"", 'WheelchairAccessible': 'True', 'GoodForDancing': 'False', 'CoatCheck': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'Smoking': ""u'no'"", 'BestNights': ""{'monday': True, 'tuesday': False, 'friday': False, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': True}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': True, 'lot': True, 'valet': True}"", 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': False}"", 'BusinessAcceptsBitcoin': 'False', 'HappyHour': 'True', 'BikeParking': 'True', 'RestaurantsDelivery': 'False'}","Restaurants, Seafood, American (New), Nightlife, American (Traditional), Diners, Bars, Steakhouses","{'Monday': '0:0-0:0', 'Tuesday': '17:0-20:30', 'Wednesday': '17:0-20:30', 'Thursday': '17:0-20:30', 'Friday': '17:0-21:0', 'Saturday': '17:0-21:0', 'Sunday': '17:0-20:30'}",,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,595,155,440,0.0,1,127,110,[],[]
495,906,1mgAhLHRWJjJkJ2GbwrWUA,La Cocina de Consuelo,4516 Burnet Rd,78756,30.316091,-97.74143,4.0,370,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForKids': 'True', 'BikeParking': 'True', 'Caters': 'True', 'Alcohol': ""'none'"", 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'quiet'"", 'BYOBCorkage': ""'no'"", 'WiFi': ""'free'"", 'RestaurantsAttire': ""'casual'"", 'WheelchairAccessible': 'True', 'RestaurantsTableService': 'True', 'HasTV': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': None, 'brunch': None, 'breakfast': True}"", 'OutdoorSeating': 'True'}","Restaurants, Mexican, Breakfast & Brunch","{'Monday': '7:0-18:30', 'Tuesday': '7:0-18:30', 'Wednesday': '7:0-18:30', 'Thursday': '7:0-18:30', 'Friday': '7:0-18:30', 'Sunday': '8:0-14:0'}",,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,107,77,30,0.0,1,13,2,[],[]
496,908,U-o6luXbrK19H2oKywmemw,Onion Creek Spirit Wine & Liquor,11215 South Ih 35,78747,30.137662,-97.7959607,5.0,5,,"Beer, Wine & Spirits, Tobacco Shops, Shopping, Food",,,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,867,195,672,0.0,1,80,322,[],[]
497,914,CR1wnucPvoWQtuAYVxUvyQ,Sarah's Mediterranean Grill & Market,"5222 Burnet Rd, Ste 500",78756,30.32455,-97.740112,4.0,495,"{'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'BYOBCorkage': ""'no'"", 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'GoodForKids': 'True', 'BikeParking': 'True', 'RestaurantsAttire': ""'casual'"", 'Corkage': 'False', 'HasTV': 'True', 'WiFi': ""u'free'"", 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'False', 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': None, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'OutdoorSeating': 'None'}","Restaurants, Specialty Food, Mediterranean, Greek, Grocery, Food, Ethnic Food","{'Monday': '0:0-0:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '10:0-20:0'}",,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,332,322,10,0.0,1,9,3,[],[]
498,915,Ac7z9G1BXf1bx2zSvWIrEA,Infamous Brewing Company,4602 Weletka Dr,78734,30.4068336,-97.925934,4.5,94,"{'Alcohol': ""'beer_and_wine'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsBitcoin': 'False', 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'DogsAllowed': 'True', 'ByAppointmentOnly': 'False', 'RestaurantsDelivery': 'True', 'HappyHour': 'True', 'Caters': 'False', 'NoiseLevel': ""u'average'""}","Breweries, Food, Brewpubs","{'Wednesday': '15:0-21:0', 'Thursday': '15:0-21:0', 'Friday': '12:0-21:0', 'Saturday': '12:0-21:0', 'Sunday': '12:0-19:0'}",,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,39,27,12,0.0,1,5,3,[],[]
499,919,NjE8Mg-pYxhK_QHBxd_npw,Little Woodrow's Southpark Meadows Bar & Grill,"9500 S I H 35, Ste 100",78748,30.166004,-97.793306,3.5,160,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'NoiseLevel': ""'average'"", 'GoodForKids': 'False', 'WiFi': ""u'no'"", 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'False', 'Alcohol': ""u'full_bar'"", 'Caters': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsTableService': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': True, 'live': True, 'video': False, 'karaoke': False}"", 'CoatCheck': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'GoodForDancing': 'False', 'RestaurantsDelivery': 'False', 'HappyHour': 'True', 'Smoking': ""u'outdoor'"", 'HasTV': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'DogsAllowed': 'True', 'DriveThru': 'False'}","Burgers, Pubs, Sports Bars, Nightlife, Beer Bar, Bars, Pizza, Chicken Wings, Restaurants","{'Monday': '19:0-19:15', 'Tuesday': '15:0-2:0', 'Wednesday': '15:0-2:0', 'Thursday': '15:0-2:0', 'Friday': '15:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}",,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,965,949,16,0.0,1,8,4,[],[]
500,921,8r9zxT9XWaR-vl_b8DgPPg,Brooklyn Pizzeria & Bar,2026 S Lamar Blvd,78704,30.2492054,-97.7685598,4.0,50,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTableService': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'HappyHour': 'True', 'Caters': 'True', 'BYOB': 'False', 'HasTV': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsTakeOut': 'True', 'Corkage': 'False', 'CoatCheck': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsDelivery': 'True', 'BikeParking': 'True', 'OutdoorSeating': 'None', 'WheelchairAccessible': 'True', 'Smoking': ""u'no'""}","Pizza, Nightlife, Restaurants, Beer Bar, Chicken Wings, Bars","{'Monday': '12:0-20:0', 'Tuesday': '12:0-20:0', 'Wednesday': '12:0-20:0', 'Thursday': '12:0-20:0', 'Friday': '12:0-21:0', 'Saturday': '12:0-21:0', 'Sunday': '12:0-20:0'}",,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,512,415,97,0.0,1,6,36,[],[]
501,922,Y3s7fgu3B9UhyDKMktIS_g,La Sirena,"80 Rainey St, Rainey Food Court",78701,30.2585957387,-97.7388673648,3.0,18,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'WheelchairAccessible': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'none'"", 'BusinessAcceptsBitcoin': 'False', 'Caters': 'True', 'RestaurantsDelivery': 'None', 'RestaurantsPriceRange2': '2', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BikeParking': 'True'}","Food, Restaurants, Food Trucks, Mexican, Seafood","{'Tuesday': '8:0-10:30', 'Thursday': '8:0-10:30'}",,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,90,67,23,0.0,1,22,0,[],[]
502,923,dNyWzvRj70mYKxYd8a-kjA,Reflectionz BBQ and More,1716 W Howard Ln,78728,30.4287739,-97.678913,4.0,5,"{'WheelchairAccessible': 'False', 'Alcohol': ""u'none'"", 'BikeParking': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsBitcoin': 'False', 'HappyHour': 'False', 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'BYOB': 'False', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'Corkage': 'False', 'HasTV': 'False', 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'True', 'DogsAllowed': 'True'}","Restaurants, Event Planning & Services, Food, Food Trucks, Specialty Food, Caterers, Barbeque","{'Monday': '11:0-17:0', 'Tuesday': '11:0-17:0', 'Wednesday': '11:0-17:0', 'Thursday': '11:0-17:0', 'Friday': '11:0-17:0', 'Saturday': '11:0-17:0'}",,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,435,371,64,0.0,1,19,7,[],[]
503,924,MTtNcmz4w6yNvA-hBziVOw,Last Stand Brewing,"12345 Pauls Valley Rd, Bldg I & J",78737,30.2358876,-98.0105991,4.5,57,"{'Caters': 'False', 'RestaurantsTakeOut': 'False', 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""'beer_and_wine'"", 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Nightlife, Breweries, Food, Beer Gardens","{'Monday': '12:0-17:0', 'Friday': '14:0-18:0', 'Saturday': '11:0-18:0', 'Sunday': '11:0-18:0'}",,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,250,188,62,0.0,1,30,24,[],[]
504,930,0bXoNjSM0ucbDmMVBDRDNg,EpicSUP,2200 S Lakeshore Blvd,78741,30.24557,-97.723674,4.5,43,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True', 'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'WheelchairAccessible': 'True', 'DogsAllowed': 'True'}","Paddleboarding, Paintball, Rafting/Kayaking, Food, Shopping, Fashion, Sports Wear, Shaved Ice, Active Life, Swimwear, Sporting Goods, Lakes, Food Trucks","{'Monday': '11:0-18:0', 'Tuesday': '11:0-18:0', 'Wednesday': '11:0-18:0', 'Thursday': '7:0-12:0', 'Friday': '9:0-18:0', 'Saturday': '9:0-18:0', 'Sunday': '9:0-18:0'}",,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,274,229,45,0.0,1,11,8,[],[]
505,932,fzBzzhLl-FeKPoupn28DFA,Haute Cakes,,78720,30.4233211,-97.7562844,4.0,8,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","Bakeries, Desserts, Food",,,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,306,227,79,0.0,1,26,27,[],[]
506,933,9Hb9CPvZxdCwwonCZcf5Ig,El Huache,4500 E William Cannon Dr,78744,30.184063,-97.7541694,4.5,12,"{'RestaurantsReservations': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True'}","Restaurants, Mexican","{'Tuesday': '8:0-0:30', 'Wednesday': '8:0-0:30', 'Thursday': '8:0-0:30', 'Friday': '8:0-1:30', 'Saturday': '8:0-1:30'}",,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,962,327,635,0.0,1,495,88,[],[]
507,936,q-9jaNRUJjXY_fy6u_a_nQ,La Mexicana Bakery,1924 S 1st St,78704,30.2458726,-97.7571618,3.5,316,"{'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'Corkage': 'False', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""'casual'"", 'HasTV': 'True', 'RestaurantsDelivery': 'False', 'BYOBCorkage': ""'no'"", 'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'Caters': 'True', 'WiFi': ""u'no'"", 'RestaurantsTableService': 'False', 'BYOB': 'True', 'WheelchairAccessible': 'True', 'Alcohol': ""u'none'"", 'DogsAllowed': 'False'}","Desserts, Mexican, Food, Restaurants, Bakeries","{'Monday': '5:0-20:0', 'Tuesday': '5:0-20:0', 'Wednesday': '5:0-20:0', 'Thursday': '5:0-20:0', 'Friday': '1:0-20:0', 'Saturday': '1:0-20:0', 'Sunday': '5:0-20:0'}",,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,741,374,367,0.0,1,209,14,[],[]
508,937,2OsRp8J0sogQ7RL8Zi9A2Q,Beirut,3225 Amy Donovan Plz,78758,30.3961942,-97.7279217,4.5,149,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'Alcohol': ""'none'"", 'RestaurantsAttire': ""'casual'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'False', 'RestaurantsGoodForGroups': 'True', 'Caters': 'True', 'DogsAllowed': 'True', 'RestaurantsPriceRange2': '2', 'HasTV': 'False', 'WheelchairAccessible': 'True', 'WiFi': ""'no'"", 'RestaurantsTableService': 'False', 'NoiseLevel': ""'average'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'None'}","Food Trucks, Lebanese, Food, Middle Eastern, Mediterranean, Restaurants","{'Tuesday': '17:0-20:0', 'Wednesday': '17:0-20:0', 'Thursday': '17:0-20:0', 'Friday': '17:0-20:0', 'Saturday': '16:0-21:0', 'Sunday': '16:0-20:0'}",,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,671,392,279,0.0,1,78,106,[],[]
509,944,L5eVUGrThnfK88cdryzzDQ,Lee's Meat Market,"1601 W 38th St, Ste 12",78798,30.3084854394,-97.750607729,4.0,68,"{'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'WiFi': ""'no'"", 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'quiet'"", 'RestaurantsGoodForGroups': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'BikeParking': 'False', 'Caters': 'True', 'RestaurantsReservations': 'False', 'Alcohol': ""u'none'"", 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HasTV': 'False'}","Food, Specialty Food, Delis, Local Flavor, Meat Shops, Restaurants, Salad","{'Monday': '12:0-17:30', 'Tuesday': '12:0-17:30', 'Wednesday': '12:0-17:30', 'Thursday': '12:0-17:30', 'Friday': '12:0-17:30', 'Saturday': '12:0-16:0'}",,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,802,338,464,0.0,1,185,218,[],[]
510,945,wJkzZmxF1Agx2Vkgw8KPxg,Crown Donuts,"10700 Anderson Mill Rd, Ste 102",78750,30.44761,-97.810772,4.5,31,"{'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True'}","Donuts, Food","{'Monday': '6:0-13:0', 'Tuesday': '6:0-13:0', 'Wednesday': '6:0-13:0', 'Thursday': '6:0-13:0', 'Friday': '6:0-13:0', 'Saturday': '6:0-13:0', 'Sunday': '7:0-13:0'}",,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,407,227,180,0.0,1,36,75,[],[]
511,946,3Ztr17kcekfFczBuXEGuCQ,Apple Mart,"2101 Wickersham Ln, Ste A",78741,30.2316595,-97.7202423,3.5,12,"{'WiFi': ""u'no'"", 'OutdoorSeating': 'False', 'Caters': 'False', 'BikeParking': 'None', 'WheelchairAccessible': 'True', 'BusinessParking': 'None', 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': 'None', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'False'}","Grocery, Convenience Stores, Automotive, Mexican, Gas Stations, Restaurants, Beer, Wine & Spirits, Tacos, Food","{'Monday': '5:30-0:0', 'Tuesday': '5:30-0:0', 'Wednesday': '5:30-0:0', 'Thursday': '5:30-0:0', 'Friday': '5:30-0:0', 'Saturday': '6:0-1:0', 'Sunday': '6:0-0:0'}",,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,539,301,238,0.0,1,135,40,[],[]
512,948,GAtKmpZ0mEw43atX3aBnkQ,LoLo,1504 E 6th St,78702,30.263403,-97.727054,3.5,21,"{'OutdoorSeating': 'True', 'Ambience': ""{'touristy': False, 'hipster': None, 'romantic': None, 'divey': None, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': None, 'casual': True}"", 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'HappyHour': 'True', 'Alcohol': ""u'beer_and_wine'""}","Bars, Nightlife, Wine Bars","{'Monday': '12:0-0:0', 'Tuesday': '12:0-0:0', 'Wednesday': '12:0-0:0', 'Thursday': '12:0-0:0', 'Friday': '12:0-0:0', 'Saturday': '12:0-0:0', 'Sunday': '12:0-0:0'}",,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,461,229,232,0.0,1,122,30,[],[]
513,950,SVhakVk93aGZDHKh4XqLAw,South Austin Trailer Park & Eatery,1311 S 1st St,78704,30.2507136,-97.7542967,4.0,105,"{'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'Alcohol': ""u'none'"", 'WiFi': ""u'no'"", 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HasTV': 'False', 'Caters': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'False', 'Ambience': ""{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}""}","Food Stands, Restaurants, Food, Local Flavor, Food Trucks, Mexican, Tex-Mex","{'Monday': '7:0-22:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-23:0', 'Saturday': '8:0-23:0', 'Sunday': '8:0-22:0'}",,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,1,0,1,0.0,0,0,0,[],[]
514,952,ZYtgu8IWHoAiO56vvxsiqg,L'Oca d'Oro,1900 Simond Ave,78723,30.297251,-97.704674,4.0,372,"{'DogsAllowed': 'True', 'WheelchairAccessible': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsTakeOut': 'True', 'HappyHour': 'True', 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""'casual'"", 'HasTV': 'False', 'WiFi': ""u'free'"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': False}"", 'BikeParking': 'True', 'OutdoorSeating': 'True', 'Smoking': ""u'no'"", 'NoiseLevel': ""u'loud'"", 'RestaurantsGoodForGroups': 'True', 'GoodForDancing': 'False', 'RestaurantsTableService': 'True', 'RestaurantsPriceRange2': '3', 'CoatCheck': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': False}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'BusinessAcceptsBitcoin': 'False', 'Caters': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'GoodForKids': 'True', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}""}","Specialty Food, Restaurants, Food, Pasta Shops, Nightlife, Vegetarian, Italian, Wine Bars, Bars",{'Friday': '11:0-19:0'},,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,421,357,64,0.0,1,21,26,[],[]
515,953,r1p_OAWGnaVGPojaDg610g,Ben White Shell,2125 W Ben White Blvd,78704,30.2308477,-97.7917861,3.0,7,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'Caters': 'False', 'RestaurantsTakeOut': 'False', 'BusinessAcceptsBitcoin': 'False'}","Food, Convenience Stores","{'Monday': '6:0-0:0', 'Tuesday': '6:0-0:0', 'Wednesday': '6:0-0:0', 'Thursday': '6:0-0:0', 'Friday': '6:0-0:0', 'Saturday': '7:0-1:0', 'Sunday': '8:0-0:0'}",,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,699,303,396,0.0,1,146,130,[],[]
